1, plains, modern_beta:alpha, MONSTER, minecraft:spider, 60, 4, 4
317, icy, modern_beta:beta_tundra, MONSTER, minecraft:zombie_villager, 10, 1, 1
318, icy, modern_beta:beta_tundra, MONSTER, minecraft:skeleton, 20, 4, 4
319, icy, modern_beta:beta_tundra, MONSTER, minecraft:creeper, 60, 4, 4
320, icy, modern_beta:beta_tundra, MONSTER, minecraft:slime, 60, 4, 4
321, icy, modern_beta:beta_tundra, MONSTER, minecraft:enderman, 5, 1, 4
322, icy, modern_beta:beta_tundra, MONSTER, minecraft:witch, 5, 1, 1
323, icy, modern_beta:beta_tundra, MONSTER, minecraft:stray, 60, 4, 4
324, icy, modern_beta:beta_tundra, CREATURE, minecraft:rabbit, 10, 2, 3
325, icy, modern_beta:beta_tundra, CREATURE, minecraft:polar_bear, 10, 1, 2
326, icy, modern_beta:beta_tundra, CREATURE, minecraft:goat, 10, 4, 6
327, icy, modern_beta:beta_tundra, AMBIENT, minecraft:bat, 10, 8, 8
328, icy, modern_beta:beta_tundra, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
329, icy, modern_beta:beta_tundra, WATER_CREATURE, minecraft:squid, 10, 1, 4
330, ocean, modern_beta:beta_warm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
331, ocean, modern_beta:beta_warm_ocean, MONSTER, minecraft:spider, 60, 4, 4
332, ocean, modern_beta:beta_warm_ocean, MONSTER, minecraft:zombie, 60, 4, 4
333, ocean, modern_beta:beta_warm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
334, ocean, modern_beta:beta_warm_ocean, MONSTER, minecraft:skeleton, 60, 4, 4
335, ocean, modern_beta:beta_warm_ocean, MONSTER, minecraft:creeper, 60, 4, 4
336, ocean, modern_beta:beta_warm_ocean, MONSTER, minecraft:slime, 60, 4, 4
337, ocean, modern_beta:beta_warm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
338, ocean, modern_beta:beta_warm_ocean, MONSTER, minecraft:witch, 5, 1, 1
339, ocean, modern_beta:beta_warm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
340, ocean, modern_beta:beta_warm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
341, ocean, modern_beta:beta_warm_ocean, WATER_CREATURE, minecraft:squid, 10, 4, 4
342, ocean, modern_beta:beta_warm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
343, ocean, modern_beta:beta_warm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
344, ocean, modern_beta:beta_warm_ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
345, forest, minecraft:birch_forest, MONSTER, minecraft:spider, 60, 4, 4
346, forest, minecraft:birch_forest, MONSTER, minecraft:zombie, 60, 4, 4
347, forest, minecraft:birch_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
348, forest, minecraft:birch_forest, MONSTER, minecraft:skeleton, 60, 4, 4
349, forest, minecraft:birch_forest, MONSTER, minecraft:creeper, 60, 4, 4
350, forest, minecraft:birch_forest, MONSTER, minecraft:slime, 60, 4, 4
351, forest, minecraft:birch_forest, MONSTER, minecraft:enderman, 5, 1, 4
352, forest, minecraft:birch_forest, MONSTER, minecraft:witch, 5, 1, 1
353, forest, minecraft:birch_forest, CREATURE, minecraft:sheep, 20, 4, 4
354, forest, minecraft:birch_forest, CREATURE, minecraft:pig, 20, 4, 4
355, forest, minecraft:birch_forest, CREATURE, minecraft:chicken, 20, 4, 4
356, forest, minecraft:birch_forest, CREATURE, minecraft:cow, 20, 4, 4
357, forest, minecraft:birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
358, forest, minecraft:birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
359, the_end, betterend:blossoming_spires, MONSTER, minecraft:enderman, 5, 1, 4
360, the_end, betterend:blossoming_spires, AMBIENT, betterend:silk_moth, 10, 1, 2
361, extreme_hills, minecraft:cherry_grove, MONSTER, minecraft:spider, 60, 4, 4
362, extreme_hills, minecraft:cherry_grove, MONSTER, minecraft:zombie, 60, 4, 4
363, extreme_hills, minecraft:cherry_grove, MONSTER, minecraft:zombie_villager, 10, 1, 1
364, extreme_hills, minecraft:cherry_grove, MONSTER, minecraft:skeleton, 60, 4, 4
365, extreme_hills, minecraft:cherry_grove, MONSTER, minecraft:creeper, 60, 4, 4
366, extreme_hills, minecraft:cherry_grove, MONSTER, minecraft:slime, 60, 4, 4
367, extreme_hills, minecraft:cherry_grove, MONSTER, minecraft:enderman, 5, 1, 4
368, extreme_hills, minecraft:cherry_grove, MONSTER, minecraft:witch, 5, 1, 1
369, extreme_hills, minecraft:cherry_grove, CREATURE, minecraft:pig, 20, 1, 2
370, extreme_hills, minecraft:cherry_grove, CREATURE, minecraft:rabbit, 10, 2, 6
371, extreme_hills, minecraft:cherry_grove, CREATURE, minecraft:sheep, 20, 2, 4
372, extreme_hills, minecraft:cherry_grove, AMBIENT, minecraft:bat, 10, 8, 8
373, extreme_hills, minecraft:cherry_grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
374, the_end, betterend:chorus_forest, MONSTER, betterend:end_slime, 10, 1, 2
375, the_end, betterend:chorus_forest, MONSTER, minecraft:enderman, 5, 1, 4
376, ocean, minecraft:cold_ocean, MONSTER, minecraft:spider, 60, 4, 4
377, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie, 60, 4, 4
378, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
379, ocean, minecraft:cold_ocean, MONSTER, minecraft:skeleton, 60, 4, 4
360, ocean, minecraft:cold_ocean, MONSTER, minecraft:creeper, 60, 4, 4
381, ocean, minecraft:cold_ocean, MONSTER, minecraft:slime, 60, 4, 4
382, ocean, minecraft:cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
383, ocean, minecraft:cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
384, ocean, minecraft:cold_ocean, MONSTER, minecraft:drowned, 10, 1, 1
385, ocean, minecraft:cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
386, ocean, minecraft:cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
387, ocean, minecraft:cold_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
388, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
389, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
390, nether, minecraft:crimson_forest, MONSTER, minecraft:zombified_piglin, 10, 2, 4
391, nether, minecraft:crimson_forest, MONSTER, minecraft:hoglin, 10, 3, 4
392, nether, minecraft:crimson_forest, MONSTER, minecraft:piglin, 10, 3, 4
393, nether, minecraft:crimson_forest, MONSTER, minecraft:ghast, 7, 4, 4
394, nether, minecraft:crimson_forest, CREATURE, minecraft:strider, 60, 1, 2
395, the_end, betterend:crystal_mountains, MONSTER, minecraft:enderman, 5, 1, 2
396, the_end, nullscape:crystal_peaks, MONSTER, minecraft:enderman, 5, 4, 4
397, forest, minecraft:dark_forest, MONSTER, minecraft:spider, 60, 4, 4
398, forest, minecraft:dark_forest, MONSTER, minecraft:zombie, 60, 4, 4
399, forest, minecraft:dark_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
400, forest, minecraft:dark_forest, MONSTER, minecraft:skeleton, 60, 4, 4
401, forest, minecraft:dark_forest, MONSTER, minecraft:creeper, 60, 4, 4
402, forest, minecraft:dark_forest, MONSTER, minecraft:slime, 60, 4, 4
403, forest, minecraft:dark_forest, MONSTER, minecraft:enderman, 5, 1, 4
404, forest, minecraft:dark_forest, MONSTER, minecraft:witch, 5, 1, 1
405, forest, minecraft:dark_forest, CREATURE, minecraft:sheep, 20, 4, 4
406, forest, minecraft:dark_forest, CREATURE, minecraft:pig, 20, 4, 4
407, forest, minecraft:dark_forest, CREATURE, minecraft:chicken, 20, 4, 4
408, forest, minecraft:dark_forest, CREATURE, minecraft:cow, 20, 4, 4
409, forest, minecraft:dark_forest, AMBIENT, minecraft:bat, 10, 8, 8
410, forest, minecraft:dark_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
411, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:spider, 60, 4, 4
412, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie, 60, 4, 4
413, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
414, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:skeleton, 60, 4, 4
415, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:creeper, 60, 4, 4
416, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:slime, 60, 4, 4
417, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
418, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
419, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:drowned, 10, 1, 1
420, ocean, minecraft:deep_cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
421, ocean, minecraft:deep_cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
422, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
423, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
424, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
425, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:spider, 60, 4, 4
426, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie, 60, 4, 4
427, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
428, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:skeleton, 60, 4, 4
429, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:creeper, 60, 4, 4
430, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:slime, 60, 4, 4
431, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:enderman, 5, 1, 4
432, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
433, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:drowned, 10, 1, 1
434, ocean, minecraft:deep_frozen_ocean, CREATURE, minecraft:polar_bear, 10, 1, 2
435, ocean, minecraft:deep_frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
436, ocean, minecraft:deep_frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
437, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
438, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
439, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:spider, 60, 4, 4
440, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie, 60, 4, 4
441, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
442, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:skeleton, 60, 4, 4
443, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:creeper, 60, 4, 4
444, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:slime, 60, 4, 4
445, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
446, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
447, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
448, ocean, minecraft:deep_lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
449, ocean, minecraft:deep_lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
450, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
451, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
452, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
453, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 10, 1, 3
454, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
455, ocean, minecraft:deep_ocean, MONSTER, minecraft:spider, 60, 4, 4
456, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie, 60, 4, 4
457, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
458, ocean, minecraft:deep_ocean, MONSTER, minecraft:skeleton, 60, 4, 4
459, ocean, minecraft:deep_ocean, MONSTER, minecraft:creeper, 60, 4, 4
460, ocean, minecraft:deep_ocean, MONSTER, minecraft:slime, 60, 4, 4
461, ocean, minecraft:deep_ocean, MONSTER, minecraft:enderman, 5, 1, 4
462, ocean, minecraft:deep_ocean, MONSTER, minecraft:witch, 5, 1, 1
463, ocean, minecraft:deep_ocean, MONSTER, minecraft:drowned, 10, 1, 1
464, ocean, minecraft:deep_ocean, AMBIENT, minecraft:bat, 10, 8, 8
465, ocean, minecraft:deep_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
466, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
467, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
468, ocean, minecraft:deep_ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
469, desert, minecraft:desert, MONSTER, minecraft:spider, 60, 4, 4
470, desert, minecraft:desert, MONSTER, minecraft:zombie, 19, 4, 4
471, desert, minecraft:desert, MONSTER, minecraft:zombie_villager, 10, 1, 1
472, desert, minecraft:desert, MONSTER, minecraft:skeleton, 60, 4, 4
473, desert, minecraft:desert, MONSTER, minecraft:creeper, 60, 4, 4
474, desert, minecraft:desert, MONSTER, minecraft:slime, 60, 4, 4
475, desert, minecraft:desert, MONSTER, minecraft:enderman, 5, 1, 4
476, desert, minecraft:desert, MONSTER, minecraft:witch, 5, 1, 1
477, desert, minecraft:desert, MONSTER, minecraft:husk, 60, 4, 4
478, desert, minecraft:desert, CREATURE, minecraft:rabbit, 10, 2, 3
479, desert, minecraft:desert, AMBIENT, minecraft:bat, 10, 8, 8
460, desert, minecraft:desert, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
481, the_end, betterend:dragon_graveyards, MONSTER, minecraft:enderman, 5, 1, 2
482, none, minecraft:dripstone_caves, MONSTER, minecraft:spider, 60, 4, 4
483, none, minecraft:dripstone_caves, MONSTER, minecraft:zombie, 60, 4, 4
484, none, minecraft:dripstone_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
485, none, minecraft:dripstone_caves, MONSTER, minecraft:skeleton, 60, 4, 4
486, none, minecraft:dripstone_caves, MONSTER, minecraft:creeper, 60, 4, 4
487, none, minecraft:dripstone_caves, MONSTER, minecraft:slime, 60, 4, 4
488, none, minecraft:dripstone_caves, MONSTER, minecraft:enderman, 5, 1, 4
489, none, minecraft:dripstone_caves, MONSTER, minecraft:witch, 5, 1, 1
490, none, minecraft:dripstone_caves, MONSTER, minecraft:drowned, 60, 4, 4
491, none, minecraft:dripstone_caves, AMBIENT, minecraft:bat, 10, 8, 8
492, none, minecraft:dripstone_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
493, the_end, betterend:dry_shrubland, MONSTER, minecraft:enderman, 5, 1, 2
494, the_end, betterend:dust_wastelands, MONSTER, minecraft:enderman, 5, 1, 2
495, the_end, minecraft:end_barrens, MONSTER, minecraft:enderman, 5, 4, 4
496, the_end, minecraft:end_highlands, MONSTER, minecraft:enderman, 5, 4, 4
497, the_end, minecraft:end_midlands, MONSTER, minecraft:enderman, 5, 4, 4
498, badlands, minecraft:eroded_badlands, MONSTER, minecraft:spider, 60, 4, 4
499, badlands, minecraft:eroded_badlands, MONSTER, minecraft:zombie, 60, 4, 4
500, badlands, minecraft:eroded_badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
501, badlands, minecraft:eroded_badlands, MONSTER, minecraft:skeleton, 60, 4, 4
502, badlands, minecraft:eroded_badlands, MONSTER, minecraft:creeper, 60, 4, 4
503, badlands, minecraft:eroded_badlands, MONSTER, minecraft:slime, 60, 4, 4
504, badlands, minecraft:eroded_badlands, MONSTER, minecraft:enderman, 5, 1, 4
505, badlands, minecraft:eroded_badlands, MONSTER, minecraft:witch, 5, 1, 1
506, badlands, minecraft:eroded_badlands, AMBIENT, minecraft:bat, 10, 8, 8
507, badlands, minecraft:eroded_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
508, forest, minecraft:flower_forest, MONSTER, minecraft:spider, 60, 4, 4
509, forest, minecraft:flower_forest, MONSTER, minecraft:zombie, 60, 4, 4
510, forest, minecraft:flower_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
511, forest, minecraft:flower_forest, MONSTER, minecraft:skeleton, 60, 4, 4
512, forest, minecraft:flower_forest, MONSTER, minecraft:creeper, 60, 4, 4
513, forest, minecraft:flower_forest, MONSTER, minecraft:slime, 60, 4, 4
514, forest, minecraft:flower_forest, MONSTER, minecraft:enderman, 5, 1, 4
515, forest, minecraft:flower_forest, MONSTER, minecraft:witch, 5, 1, 1
516, forest, minecraft:flower_forest, CREATURE, minecraft:sheep, 20, 4, 4
517, forest, minecraft:flower_forest, CREATURE, minecraft:pig, 20, 4, 4
518, forest, minecraft:flower_forest, CREATURE, minecraft:chicken, 20, 4, 4
519, forest, minecraft:flower_forest, CREATURE, minecraft:cow, 20, 4, 4
520, forest, minecraft:flower_forest, CREATURE, minecraft:rabbit, 10, 2, 3
521, forest, minecraft:flower_forest, AMBIENT, minecraft:bat, 10, 8, 8
522, forest, minecraft:flower_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
523, the_end, betterend:foggy_mushroomland, MONSTER, betterend:end_slime, 10, 1, 2
524, the_end, betterend:foggy_mushroomland, MONSTER, minecraft:enderman, 5, 1, 2
525, the_end, betterend:foggy_mushroomland, AMBIENT, betterend:dragonfly, 60, 2, 5
526, the_end, betterend:foggy_mushroomland, WATER_AMBIENT, betterend:end_fish, 20, 2, 5
527, the_end, betterend:foggy_mushroomland, WATER_AMBIENT, betterend:cubozoa, 10, 3, 8
528, forest, minecraft:forest, MONSTER, minecraft:spider, 60, 4, 4
529, forest, minecraft:forest, MONSTER, minecraft:zombie, 60, 4, 4
530, forest, minecraft:forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
531, forest, minecraft:forest, MONSTER, minecraft:skeleton, 60, 4, 4
532, forest, minecraft:forest, MONSTER, minecraft:creeper, 60, 4, 4
533, forest, minecraft:forest, MONSTER, minecraft:slime, 60, 4, 4
534, forest, minecraft:forest, MONSTER, minecraft:enderman, 5, 1, 4
535, forest, minecraft:forest, MONSTER, minecraft:witch, 5, 1, 1
536, forest, minecraft:forest, CREATURE, minecraft:sheep, 20, 4, 4
537, forest, minecraft:forest, CREATURE, minecraft:pig, 20, 4, 4
538, forest, minecraft:forest, CREATURE, minecraft:chicken, 20, 4, 4
539, forest, minecraft:forest, CREATURE, minecraft:cow, 20, 4, 4
540, forest, minecraft:forest, CREATURE, minecraft:wolf, 10, 4, 4
541, forest, minecraft:forest, AMBIENT, minecraft:bat, 10, 8, 8
542, forest, minecraft:forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
543, ocean, minecraft:frozen_ocean, MONSTER, minecraft:spider, 60, 4, 4
544, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie, 60, 4, 4
545, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
546, ocean, minecraft:frozen_ocean, MONSTER, minecraft:skeleton, 60, 4, 4
547, ocean, minecraft:frozen_ocean, MONSTER, minecraft:creeper, 60, 4, 4
548, ocean, minecraft:frozen_ocean, MONSTER, minecraft:slime, 60, 4, 4
549, ocean, minecraft:frozen_ocean, MONSTER, minecraft:enderman, 5, 1, 4
550, ocean, minecraft:frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
551, ocean, minecraft:frozen_ocean, MONSTER, minecraft:drowned, 10, 1, 1
552, ocean, minecraft:frozen_ocean, CREATURE, minecraft:polar_bear, 10, 1, 2
553, ocean, minecraft:frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
554, ocean, minecraft:frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
555, ocean, minecraft:frozen_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
556, ocean, minecraft:frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
557, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:spider, 60, 4, 4
558, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:zombie, 60, 4, 4
559, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:zombie_villager, 10, 1, 1
560, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:skeleton, 60, 4, 4
561, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:creeper, 60, 4, 4
562, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:slime, 60, 4, 4
563, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:enderman, 5, 1, 4
564, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:witch, 5, 1, 1
565, extreme_hills, minecraft:frozen_peaks, CREATURE, minecraft:goat, 10, 1, 3
566, extreme_hills, minecraft:frozen_peaks, AMBIENT, minecraft:bat, 10, 8, 8
567, extreme_hills, minecraft:frozen_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
568, river, minecraft:frozen_river, MONSTER, minecraft:spider, 60, 4, 4
569, river, minecraft:frozen_river, MONSTER, minecraft:zombie, 60, 4, 4
570, river, minecraft:frozen_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
571, river, minecraft:frozen_river, MONSTER, minecraft:skeleton, 60, 4, 4
572, river, minecraft:frozen_river, MONSTER, minecraft:creeper, 60, 4, 4
573, river, minecraft:frozen_river, MONSTER, minecraft:slime, 60, 4, 4
574, river, minecraft:frozen_river, MONSTER, minecraft:enderman, 5, 1, 4
575, river, minecraft:frozen_river, MONSTER, minecraft:witch, 5, 1, 1
576, river, minecraft:frozen_river, MONSTER, minecraft:drowned, 10, 1, 1
577, river, minecraft:frozen_river, AMBIENT, minecraft:bat, 10, 8, 8
578, river, minecraft:frozen_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
579, river, minecraft:frozen_river, WATER_CREATURE, minecraft:squid, 10, 1, 4
560, river, minecraft:frozen_river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
581, the_end, betterend:glowing_grasslands, MONSTER, minecraft:enderman, 5, 1, 2
582, forest, minecraft:grove, MONSTER, minecraft:spider, 60, 4, 4
583, forest, minecraft:grove, MONSTER, minecraft:zombie, 60, 4, 4
584, forest, minecraft:grove, MONSTER, minecraft:zombie_villager, 10, 1, 1
585, forest, minecraft:grove, MONSTER, minecraft:skeleton, 60, 4, 4
586, forest, minecraft:grove, MONSTER, minecraft:creeper, 60, 4, 4
587, forest, minecraft:grove, MONSTER, minecraft:slime, 60, 4, 4
588, forest, minecraft:grove, MONSTER, minecraft:enderman, 5, 1, 4
589, forest, minecraft:grove, MONSTER, minecraft:witch, 5, 1, 1
590, forest, minecraft:grove, CREATURE, minecraft:sheep, 20, 4, 4
591, forest, minecraft:grove, CREATURE, minecraft:pig, 20, 4, 4
592, forest, minecraft:grove, CREATURE, minecraft:chicken, 20, 4, 4
593, forest, minecraft:grove, CREATURE, minecraft:cow, 20, 4, 4
594, forest, minecraft:grove, CREATURE, minecraft:wolf, 10, 4, 4
595, forest, minecraft:grove, CREATURE, minecraft:rabbit, 10, 2, 3
596, forest, minecraft:grove, CREATURE, minecraft:fox, 10, 2, 4
597, forest, minecraft:grove, AMBIENT, minecraft:bat, 10, 8, 8
598, forest, minecraft:grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
599, none, minecraft:ice_spikes, MONSTER, minecraft:spider, 60, 4, 4
600, none, minecraft:ice_spikes, MONSTER, minecraft:zombie, 60, 4, 4
601, none, minecraft:ice_spikes, MONSTER, minecraft:zombie_villager, 10, 1, 1
602, none, minecraft:ice_spikes, MONSTER, minecraft:skeleton, 20, 4, 4
603, none, minecraft:ice_spikes, MONSTER, minecraft:creeper, 60, 4, 4
604, none, minecraft:ice_spikes, MONSTER, minecraft:slime, 60, 4, 4
605, none, minecraft:ice_spikes, MONSTER, minecraft:enderman, 5, 1, 4
606, none, minecraft:ice_spikes, MONSTER, minecraft:witch, 5, 1, 1
607, none, minecraft:ice_spikes, MONSTER, minecraft:stray, 60, 4, 4
608, none, minecraft:ice_spikes, CREATURE, minecraft:rabbit, 10, 2, 3
609, none, minecraft:ice_spikes, CREATURE, minecraft:polar_bear, 10, 1, 2
610, none, minecraft:ice_spikes, AMBIENT, minecraft:bat, 10, 8, 8
611, none, minecraft:ice_spikes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
612, the_end, betterend:ice_starfield, MONSTER, minecraft:enderman, 5, 1, 4
613, plains, modern_beta:indev_hell, MONSTER, minecraft:spider, 60, 4, 4
614, plains, modern_beta:indev_hell, MONSTER, minecraft:zombie, 60, 4, 4
615, plains, modern_beta:indev_hell, MONSTER, minecraft:zombie_villager, 10, 1, 1
616, plains, modern_beta:indev_hell, MONSTER, minecraft:skeleton, 60, 4, 4
617, plains, modern_beta:indev_hell, MONSTER, minecraft:creeper, 60, 4, 4
618, plains, modern_beta:indev_hell, MONSTER, minecraft:slime, 60, 4, 4
619, plains, modern_beta:indev_hell, MONSTER, minecraft:enderman, 5, 1, 4
620, plains, modern_beta:indev_hell, MONSTER, minecraft:witch, 5, 1, 1
621, plains, modern_beta:indev_hell, CREATURE, minecraft:sheep, 20, 4, 4
622, plains, modern_beta:indev_hell, CREATURE, minecraft:pig, 20, 4, 4
623, plains, modern_beta:indev_hell, CREATURE, minecraft:chicken, 20, 4, 4
624, plains, modern_beta:indev_hell, CREATURE, minecraft:cow, 20, 4, 4
625, plains, modern_beta:indev_hell, AMBIENT, minecraft:bat, 10, 8, 8
626, plains, modern_beta:indev_hell, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
627, plains, modern_beta:indev_normal, MONSTER, minecraft:spider, 60, 4, 4
628, plains, modern_beta:indev_normal, MONSTER, minecraft:zombie, 60, 4, 4
629, plains, modern_beta:indev_normal, MONSTER, minecraft:zombie_villager, 10, 1, 1
630, plains, modern_beta:indev_normal, MONSTER, minecraft:skeleton, 60, 4, 4
631, plains, modern_beta:indev_normal, MONSTER, minecraft:creeper, 60, 4, 4
632, plains, modern_beta:indev_normal, MONSTER, minecraft:slime, 60, 4, 4
633, plains, modern_beta:indev_normal, MONSTER, minecraft:enderman, 5, 1, 4
634, plains, modern_beta:indev_normal, MONSTER, minecraft:witch, 5, 1, 1
635, plains, modern_beta:indev_normal, CREATURE, minecraft:sheep, 20, 4, 4
636, plains, modern_beta:indev_normal, CREATURE, minecraft:pig, 20, 4, 4
637, plains, modern_beta:indev_normal, CREATURE, minecraft:chicken, 20, 4, 4
638, plains, modern_beta:indev_normal, CREATURE, minecraft:cow, 20, 4, 4
